lib	chr	start	end	cos	width
1	2	469938	470841	470390	903
1	2	9356663	9357937	9357300	1274
3	4	6997996	6998490	6998243	494
3	4	16553774	16554979	16554376	1205
6	1	12283242	12283334	12283288	92
6	1	24542647	24542858	24542753	211
6	5	14198027	14199322	14198675	1295
6	5	18954506	18954575	18954540	69
9	4	1024850	1027159	1026004	2309
9	4	15454438	15460487	15457462	6049
13	3	2357384	2358186	2357785	802
13	3	2995852	2995942	2995897	90
14	5	21358201	21358264	21358233	63
14	5	22317312	22318436	22317874	1124
22	3	3156887	3157205	3157046	318
22	3	9172748	9173910	9173329	1162
23	5	13902572	13902845	13902708	273
23	5	25792004	25792116	25792060	112
26	1	16836702	16837014	16836858	312
26	1	28746408	28756009	28751208	9601
27	2	10504883	10505005	10504944	122
27	2	18803916	18803949	18803932	33
33	1	8431089	8431217	8431153	128
33	1	26415498	26415744	26415621	246
33	2	7523941	7524479	7524210	538
33	2	13510907	13511711	13511309	804
34	5	14245098	14246686	14245892	1588
34	5	26813856	26814097	26813976	241
36	1	11944730	11945606	11945168	876
36	1	24964459	24968829	24966644	4370
37	1	170260	170728	170494	468
37	1	12972141	12972500	12972321	359
38	2	9441333	9441796	9441565	463
38	2	18578200	18579667	18578934	1467
39	3	3072535	3073193	3072864	658
39	3	15972341	15972676	15972509	335
40	1	4458843	4459173	4459008	330
40	1	27092518	27092906	27092712	388
43	5	4276138	4276258	4276198	120
43	5	15378843	15378959	15378901	116
44	1	4906997	4908188	4907593	1191
44	1	8346100	8346456	8346278	356
45	1	7095317	7096529	7095923	1212
45	1	26415744	26415995	26415870	251
53	5	15131119	15131705	15131412	586
53	5	21972240	21972903	21972572	663
54	5	5056405	5058425	5057415	2020
54	5	22689838	22689938	22689888	100
61	5	1267120	1267480	1267300	360
61	5	9937058	9937215	9937136	157
66	2	503986	504635	504310	649
66	2	17709045	17709594	17709319	549
72	3	11106228	11106273	11106250	45
72	3	19579673	19579776	19579725	103
73	5	8991411	8992363	8991887	952
73	5	20942757	20943406	20943081	649
74	1	13050741	13050968	13050855	227
74	1	24499061	24499381	24499221	320
75	1	10015247	10015388	10015317	141
75	1	10703563	10704356	10703959	793
78	3	3254469	3279079	3266774	24610
78	3	7631483	7631723	7631603	240
80	5	1705045	1706021	1705533	976
80	5	16141335	16141369	16141352	34
81	1	6061846	6063725	6062786	1879
81	1	22073670	22073777	22073724	107
81	5	6443354	6445091	6444222	1737
81	5	26471403	26471525	26471464	122
89	2	1664984	1666651	1665818	1667
89	2	10215457	10215556	10215507	99
93	1	12516681	12517198	12516939	517
93	1	23693700	23694410	23694055	710
93	4	4800812	4801016	4800914	204
93	4	18252525	18253892	18253209	1367
95	1	1101169	1102314	1101741	1145
95	1	10851130	10851439	10851284	309
95	4	5985984	5986002	5985993	18
95	4	11561162	11561725	11561444	563
