lib	chr	start	end	cos	width
1	1	25275728	25276330	25276029	602
1	1	28287225	28288187	28287706	962
2	5	1601661	1601941	1601801	280
2	5	15620746	15620808	15620777	62
8	3	8174775	8174917	8174846	142
8	3	15668020	15668218	15668119	198
9	3	2390461	2392446	2391453	1985
9	3	11299843	11310814	11305329	10971
11	5	5615435	5616674	5616055	1239
11	5	23248305	23255309	23251807	7004
15	1	8977128	8985127	8981128	7999
15	1	11940949	11941693	11941321	744
17	4	1048193	1048373	1048283	180
17	4	11358767	11359789	11359278	1022
18	1	16641540	16641851	16641696	311
18	1	17720622	17722548	17721585	1926
20	1	464929	465818	465373	889
20	1	10200716	10201199	10200958	483
20	4	10065971	10069044	10067507	3073
20	4	17792381	17793566	17792973	1185
24	2	12605380	12605642	12605511	262
24	2	17248764	17250013	17249388	1249
25	1	8977128	8985127	8981128	7999
25	1	9996302	9996391	9996346	89
25	5	10637741	10638075	10637908	334
25	5	22993263	22994077	22993670	814
26	4	14841594	14841904	14841749	310
26	4	17681873	17682244	17682059	371
28	1	10137520	10137769	10137644	249
28	1	29229860	29231415	29230638	1555
29	5	254952	255464	255208	512
29	5	18274764	18275368	18275066	604
34	5	5952045	5952316	5952181	271
34	5	16587292	16587796	16587544	504
35	1	10747326	10747554	10747440	228
35	1	17400640	17400924	17400782	284
36	4	6067142	6067158	6067150	16
36	4	15861312	15861705	15861508	393
37	1	12973182	12973334	12973258	152
37	1	23294536	23294647	23294592	111
38	1	12491891	12494889	12493390	2998
38	1	20786530	20786755	20786642	225
38	3	4774721	4774739	4774730	18
38	3	20376983	20377333	20377158	350
38	4	1190784	1191219	1191002	435
38	4	17531029	17531934	17531481	905
42	1	19436905	19436929	19436917	24
42	1	26436596	26437188	26436892	592
42	5	735033	735161	735097	128
42	5	17926497	17926591	17926544	94
49	1	17378842	17379108	17378975	266
49	1	27660275	27661065	27660670	790
52	1	19491892	19492662	19492277	770
52	1	24213495	24213679	24213587	184
52	4	1113957	1114073	1114015	116
52	4	12224035	12225392	12224713	1357
54	1	7474432	7474695	7474564	263
54	1	18354603	18355379	18354991	776
54	4	5417041	5419080	5418061	2039
54	4	17662952	17665010	17663981	2058
59	1	9808212	9808270	9808241	58
59	1	13058195	13058524	13058359	329
63	1	13279246	13279380	13279313	134
63	1	25531765	25539380	25535573	7615
64	4	7486939	7487008	7486973	69
64	4	16705884	16708653	16707268	2769
65	2	13102931	13103013	13102972	82
65	2	16705595	16705716	16705655	121
68	2	1261400	1262045	1261722	645
68	2	15515610	15515736	15515673	126
69	1	4389424	4389554	4389489	130
69	1	24166125	24166438	24166281	313
71	3	10710122	10710248	10710185	126
71	3	19060023	19064404	19062213	4381
71	5	3627249	3628427	3627838	1178
71	5	15246287	15246981	15246634	694
74	2	6347419	6348712	6348065	1293
74	2	18339732	18340141	18339936	409
76	3	10470861	10471124	10470993	263
76	3	22633055	22636336	22634695	3281
82	1	12182323	12182462	12182393	139
82	1	25549775	25550178	25549977	403
84	3	14929745	14929808	14929777	63
84	3	20524957	20525845	20525401	888
88	1	8153513	8153607	8153560	94
88	1	25783591	25783650	25783621	59
89	3	1224453	1224702	1224577	249
89	3	15958280	15960044	15959162	1764
90	3	10655754	10656122	10655938	368
90	3	21056599	21057232	21056915	633
94	1	10374128	10374216	10374172	88
94	1	17015169	17016404	17015787	1235
