lib	chr	start	end	cos	width
2	2	7049444	7050941	7050192	1497
2	2	18472216	18473450	18472833	1234
3	1	17169045	17169291	17169168	246
3	1	28455409	28456198	28455803	789
10	4	5746060	5746361	5746210	301
10	4	17804434	17804469	17804452	35
12	5	9170637	9170679	9170658	42
12	5	23683263	23683991	23683627	728
15	2	115565	115824	115695	259
15	2	10809444	10809529	10809486	85
16	1	16835561	16835617	16835589	56
16	1	25432173	25432404	25432289	231
21	1	16430542	16430791	16430666	249
21	1	29381288	29381754	29381521	466
21	5	7097742	7098154	7097948	412
21	5	8796203	8797215	8796709	1012
21	5	14922223	14922310	14922267	87
21	5	24092262	24094878	24093570	2616
26	1	12421398	12422113	12421756	715
26	1	23045824	23046520	23046172	696
28	1	499954	502177	501066	2223
28	1	14158111	14158128	14158119	17
30	4	506570	506945	506758	375
30	4	10379566	10380231	10379898	665
31	5	1936632	1937741	1937186	1109
31	5	15587454	15587983	15587718	529
33	1	1147537	1148269	1147903	732
33	1	10262446	10262456	10262451	10
33	5	804960	805784	805372	824
33	5	18453651	18454285	18453968	634
35	1	7700049	7700733	7700391	684
35	1	25531005	25531765	25531385	760
36	4	646968	647292	647130	324
36	4	17638633	17638794	17638713	161
41	2	5542164	5542392	5542278	228
41	2	18439505	18440051	18439778	546
42	1	523868	549671	536770	25803
42	1	28863622	28864166	28863894	544
42	3	618462	618476	618469	14
42	3	17127305	17127693	17127499	388
49	1	4932549	4933125	4932837	576
49	1	27712849	27713583	27713216	734
51	1	6635063	6635717	6635390	654
51	1	12253849	12253995	12253922	146
56	3	18410688	18411786	18411237	1098
56	3	19459510	19460757	19460134	1247
60	5	2060651	2061435	2061043	784
60	5	20070931	20072487	20071709	1556
61	1	10055729	10055839	10055784	110
61	1	21937695	21939241	21938468	1546
63	1	5973692	5974262	5973977	570
63	1	17389102	17390041	17389572	939
65	1	3321865	3323366	3322615	1501
65	1	26192611	26192778	26192695	167
66	1	7053619	7056265	7054942	2646
66	1	24988638	24989208	24988923	570
68	2	7229654	7229681	7229668	27
68	2	18703145	18703587	18703366	442
70	5	7980093	7980174	7980133	81
70	5	15024093	15024238	15024165	145
71	1	10556539	10556749	10556644	210
71	1	28010976	28011825	28011400	849
75	1	8432553	8432604	8432579	51
75	1	26240710	26240886	26240798	176
77	1	6395218	6395573	6395396	355
77	1	17419655	17420288	17419971	633
79	2	5166013	5166308	5166161	295
79	2	18360870	18361272	18361071	402
80	4	9430673	9430883	9430778	210
80	4	11270054	11270950	11270502	896
81	1	12607820	12607954	12607887	134
81	1	28028695	28029060	28028877	365
82	2	8630819	8630822	8630821	3
82	2	16761657	16763799	16762728	2142
86	3	1423930	1433139	1428534	9209
86	3	4788047	4788703	4788375	656
87	5	9830595	9831217	9830906	622
87	5	21380408	21380608	21380508	200
88	2	9809617	9810382	9809999	765
88	2	18721683	18721996	18721839	313
88	5	7659319	7659927	7659623	608
88	5	25459627	25460789	25460208	1162
91	1	566579	566941	566760	362
91	1	24385359	24385471	24385415	112
92	1	679340	679901	679620	561
92	1	26253077	26253151	26253114	74
92	3	6164430	6164691	6164560	261
92	3	10358453	10358741	10358597	288
93	2	168536	168737	168636	201
93	2	18832609	18833570	18833089	961
93	3	246408	247455	246932	1047
93	3	20521328	20522528	20521928	1200
95	5	10640123	10640616	10640369	493
95	5	26249971	26250065	26250018	94
