lib	chr	start	end	cos	width
2	3	11448839	11449151	11448995	312
2	3	19584204	19586221	19585212	2017
2	5	412134	412670	412402	536
2	5	17723600	17723775	17723688	175
4	1	7314635	7314694	7314665	59
4	1	17526986	17527146	17527066	160
10	3	9422051	9422377	9422214	326
10	3	16923555	16924023	16923789	468
12	5	2693685	2693946	2693815	261
12	5	18023142	18025152	18024147	2010
13	5	1523088	1523516	1523302	428
13	5	9803801	9804814	9804307	1013
21	5	835606	836484	836045	878
21	5	14881811	14882178	14881995	367
25	1	23893442	23893671	23893556	229
25	1	28870471	28876128	28873299	5657
25	3	15658748	15659004	15658876	256
25	3	20348159	20349666	20348913	1507
30	3	576602	576758	576680	156
30	3	10369531	10370305	10369918	774
32	5	9763462	9763647	9763554	185
32	5	17154764	17155986	17155375	1222
34	1	19911633	19912314	19911973	681
34	1	26089930	26090826	26090378	896
41	5	5420661	5421619	5421140	958
41	5	15809996	15810733	15810364	737
43	1	792057	797322	794689	5265
43	1	8919881	8920494	8920187	613
43	2	2316442	2316588	2316515	146
43	2	18495653	18496600	18496127	947
44	1	8572187	8573476	8572831	1289
44	1	30034716	30035131	30034924	415
44	4	7434698	7434853	7434776	155
44	4	9253974	9254191	9254082	217
47	4	1510025	1510313	1510169	288
47	4	17995857	17998829	17997343	2972
48	1	26439849	26440608	26440229	759
48	1	28976147	28976189	28976168	42
48	3	17151456	17151682	17151569	226
48	3	19993953	19994579	19994266	626
49	5	19271617	19272723	19272170	1106
49	5	22856670	22857154	22856912	484
50	3	9763061	9763143	9763102	82
50	3	23182463	23182681	23182572	218
51	2	4741211	4741398	4741305	187
51	2	18806689	18808619	18807654	1930
51	5	10150212	10150627	10150420	415
51	5	21361416	21362114	21361765	698
52	1	5439448	5439452	5439450	4
52	1	17832304	17832913	17832608	609
54	5	707681	708403	708042	722
54	5	8441593	8441870	8441731	277
55	5	10239128	10239657	10239392	529
55	5	26328954	26329236	26329095	282
57	3	744596	745116	744856	520
57	3	10415154	10415922	10415538	768
59	1	6583813	6584025	6583919	212
59	1	24990588	24991258	24990923	670
60	5	13880507	13880551	13880529	44
60	5	26378935	26379118	26379027	183
62	1	4585906	4586085	4585996	179
62	1	17379741	17380008	17379875	267
63	2	594757	594870	594813	113
63	2	17822618	17824070	17823344	1452
64	3	14751897	14751965	14751931	68
64	3	21352460	21352798	21352629	338
70	1	16873789	16873975	16873882	186
70	1	28178536	28178617	28178576	81
70	4	2819928	2821561	2820744	1633
70	4	13217351	13217586	13217469	235
71	2	1599223	1599289	1599256	66
71	2	15995564	15996112	15995838	548
71	5	571662	571676	571669	14
71	5	13879344	13879478	13879411	134
74	3	12354859	12355201	12355030	342
74	3	18725488	18725665	18725576	177
82	1	7754451	7754490	7754471	39
82	1	19656920	19657765	19657342	845
85	2	1275028	1275470	1275249	442
85	2	19502290	19502604	19502447	314
85	3	3772117	3772155	3772136	38
85	3	18594729	18595037	18594883	308
89	5	572616	573007	572812	391
89	5	24407449	24407631	24407540	182
91	1	8211283	8211805	8211544	522
91	1	27985751	27989064	27987407	3313
92	4	9924168	9924564	9924366	396
92	4	17672413	17673622	17673017	1209
95	5	7724879	7725012	7724945	133
95	5	25850633	25851216	25850925	583
96	3	10318896	10320285	10319590	1389
96	3	21492444	21513104	21502774	20660
