lib	chr	start	end	gt
results/06_tiger/lib1_MappedOn_tair10	4	11538	5370713	CC
results/06_tiger/lib1_MappedOn_tair10	4	5371219	11912716	CL
results/06_tiger/lib1_MappedOn_tair10	4	11912962	18585056	CC
results/06_tiger/lib1_MappedOn_tair10	5	494175	13432790	LL
results/06_tiger/lib1_MappedOn_tair10	5	13433314	26236560	CL
results/06_tiger/lib1_MappedOn_tair10	5	26236674	26975502	LL
results/06_tiger/lib14_MappedOn_tair10	1	1	1612185	CC
results/06_tiger/lib14_MappedOn_tair10	1	1613038	16738504	CL
results/06_tiger/lib14_MappedOn_tair10	1	16764514	30427671	CC
results/06_tiger/lib14_MappedOn_tair10	4	6191743	12118849	LL
results/06_tiger/lib14_MappedOn_tair10	4	12118898	18421878	CL
results/06_tiger/lib14_MappedOn_tair10	4	18422804	18585056	LL
results/06_tiger/lib17_MappedOn_tair10	3	1	1910224	CC
results/06_tiger/lib17_MappedOn_tair10	3	1910317	5446678	CL
results/06_tiger/lib17_MappedOn_tair10	3	5446917	10331529	CC
results/06_tiger/lib17_MappedOn_tair10	3	10331541	22933634	CL
results/06_tiger/lib17_MappedOn_tair10	3	22934278	23459830	CC
results/06_tiger/lib2_MappedOn_tair10	1	1	10971013	LL
results/06_tiger/lib2_MappedOn_tair10	1	10971305	27202618	CL
results/06_tiger/lib2_MappedOn_tair10	1	27202887	30427671	LL
results/06_tiger/lib20_MappedOn_tair10	1	1	4895565	LL
results/06_tiger/lib20_MappedOn_tair10	1	4896012	17644666	CL
results/06_tiger/lib20_MappedOn_tair10	1	17645144	18970944	LL
results/06_tiger/lib20_MappedOn_tair10	2	3059930	4321726	LL
results/06_tiger/lib20_MappedOn_tair10	2	4321858	17359687	CL
results/06_tiger/lib20_MappedOn_tair10	2	17359990	19698289	LL
results/06_tiger/lib20_MappedOn_tair10	4	5641839	6614850	LL
results/06_tiger/lib20_MappedOn_tair10	4	6616103	11422389	CL
results/06_tiger/lib20_MappedOn_tair10	4	11423106	18585056	LL
results/06_tiger/lib20_MappedOn_tair10	5	1	6589282	CC
results/06_tiger/lib20_MappedOn_tair10	5	6589480	17530127	CL
results/06_tiger/lib20_MappedOn_tair10	5	17530537	18371332	CC
results/06_tiger/lib21_MappedOn_tair10	2	6168731	12839468	LL
results/06_tiger/lib21_MappedOn_tair10	2	12840596	19012554	CL
results/06_tiger/lib21_MappedOn_tair10	2	19013031	19698289	LL
results/06_tiger/lib21_MappedOn_tair10	5	631809	9917214	CC
results/06_tiger/lib21_MappedOn_tair10	5	9917422	15464376	CL
results/06_tiger/lib21_MappedOn_tair10	5	15464391	23175151	CC
results/06_tiger/lib23_MappedOn_tair10	2	1	111076	CC
results/06_tiger/lib23_MappedOn_tair10	2	111299	19167926	CL
results/06_tiger/lib23_MappedOn_tair10	2	19168535	19698289	CC
results/06_tiger/lib23_MappedOn_tair10	4	42077	799838	LL
results/06_tiger/lib23_MappedOn_tair10	4	800035	17671589	CL
results/06_tiger/lib23_MappedOn_tair10	4	17672413	18585056	LL
results/06_tiger/lib24_MappedOn_tair10	1	1	559506	CC
