lib	chr	start	end	gt
results/06_tiger/lib14_MappedOn_tair10	5	9961011	14529160	CC
results/06_tiger/lib14_MappedOn_tair10	5	14529776	18740599	CL
results/06_tiger/lib14_MappedOn_tair10	5	18740795	26975502	CC
results/06_tiger/lib15_MappedOn_tair10	1	1	1202547	CC
results/06_tiger/lib15_MappedOn_tair10	1	1203627	23631563	CL
results/06_tiger/lib15_MappedOn_tair10	1	23632109	30427671	CC
results/06_tiger/lib15_MappedOn_tair10	5	1	2355124	CC
results/06_tiger/lib15_MappedOn_tair10	5	2355677	8660761	CL
results/06_tiger/lib15_MappedOn_tair10	5	8661179	19068796	CC
results/06_tiger/lib2_MappedOn_tair10	5	1	809355	LL
results/06_tiger/lib2_MappedOn_tair10	5	809907	9303075	CL
results/06_tiger/lib2_MappedOn_tair10	5	9303788	26975502	LL
results/06_tiger/lib22_MappedOn_tair10	5	1	1038093	CC
results/06_tiger/lib22_MappedOn_tair10	5	1038346	23165567	CL
results/06_tiger/lib22_MappedOn_tair10	5	23175151	26975502	CC
results/06_tiger/lib26_MappedOn_tair10	2	1	150557	LL
results/06_tiger/lib26_MappedOn_tair10	2	150628	9804515	CL
results/06_tiger/lib26_MappedOn_tair10	2	9804516	19698289	LL
results/06_tiger/lib28_MappedOn_tair10	3	8286460	11248029	CC
results/06_tiger/lib28_MappedOn_tair10	3	11248107	20525845	CL
results/06_tiger/lib28_MappedOn_tair10	3	20526113	23459830	CC
results/06_tiger/lib29_MappedOn_tair10	5	1	842643	CC
results/06_tiger/lib29_MappedOn_tair10	5	842690	3846459	CL
results/06_tiger/lib29_MappedOn_tair10	5	3851004	7464128	CC
results/06_tiger/lib3_MappedOn_tair10	1	6645247	17390990	LL
results/06_tiger/lib3_MappedOn_tair10	1	17391490	30370992	CL
results/06_tiger/lib3_MappedOn_tair10	1	30371219	30427671	LL
results/06_tiger/lib30_MappedOn_tair10	1	1	2568127	CC
results/06_tiger/lib30_MappedOn_tair10	1	2569526	18553151	CL
results/06_tiger/lib30_MappedOn_tair10	1	18553232	19303027	CC
results/06_tiger/lib31_MappedOn_tair10	3	1	1020707	CC
results/06_tiger/lib31_MappedOn_tair10	3	1020805	19685890	CL
results/06_tiger/lib31_MappedOn_tair10	3	19686236	23459830	CC
results/06_tiger/lib32_MappedOn_tair10	1	1	22089348	CC
results/06_tiger/lib32_MappedOn_tair10	1	22114133	30352556	CL
results/06_tiger/lib32_MappedOn_tair10	1	30352674	30427671	CC
results/06_tiger/lib35_MappedOn_tair10	1	1	8004992	LL
results/06_tiger/lib35_MappedOn_tair10	1	8005824	23020844	CL
results/06_tiger/lib35_MappedOn_tair10	1	23021229	30427671	LL
results/06_tiger/lib35_MappedOn_tair10	3	1	647791	CC
results/06_tiger/lib35_MappedOn_tair10	3	648329	15774290	CL
results/06_tiger/lib35_MappedOn_tair10	3	15774383	23459830	CC
results/06_tiger/lib37_MappedOn_tair10	3	1	3086679	CC
results/06_tiger/lib37_MappedOn_tair10	3	3087457	20695191	CL
results/06_tiger/lib37_MappedOn_tair10	3	20695766	23459830	CC
results/06_tiger/lib39_MappedOn_tair10	5	1	570667	CC
results/06_tiger/lib39_MappedOn_tair10	5	571662	24667485	CL
results/06_tiger/lib39_MappedOn_tair10	5	24668098	26975502	CC
results/06_tiger/lib45_MappedOn_tair10	5	1	15869880	CC
results/06_tiger/lib45_MappedOn_tair10	5	15869927	24730381	CL
results/06_tiger/lib45_MappedOn_tair10	5	24730988	26748301	CC
results/06_tiger/lib47_MappedOn_tair10	5	2511611	6158107	LL
results/06_tiger/lib47_MappedOn_tair10	5	6158888	26904731	CL
results/06_tiger/lib47_MappedOn_tair10	5	26905680	26975502	LL
results/06_tiger/lib49_MappedOn_tair10	5	1	8562502	LL
results/06_tiger/lib49_MappedOn_tair10	5	8562863	20149381	CL
results/06_tiger/lib49_MappedOn_tair10	5	20186431	20847733	LL
results/06_tiger/lib5_MappedOn_tair10	3	1	8721608	CC
results/06_tiger/lib5_MappedOn_tair10	3	8722381	22360964	CL
results/06_tiger/lib5_MappedOn_tair10	3	22361388	23459830	CC
results/06_tiger/lib5_MappedOn_tair10	5	1	1538776	LL
results/06_tiger/lib5_MappedOn_tair10	5	1539692	9973052	CL
results/06_tiger/lib5_MappedOn_tair10	5	9973165	16968459	LL
results/06_tiger/lib52_MappedOn_tair10	3	1	7599728	LL
results/06_tiger/lib52_MappedOn_tair10	3	7599747	20564147	CL
results/06_tiger/lib52_MappedOn_tair10	3	20565761	23459830	LL
results/06_tiger/lib54_MappedOn_tair10	5	1	15849912	CC
results/06_tiger/lib54_MappedOn_tair10	5	15850258	20127631	CL
results/06_tiger/lib54_MappedOn_tair10	5	20149352	26975502	CC
results/06_tiger/lib56_MappedOn_tair10	1	1	2268050	LL
results/06_tiger/lib56_MappedOn_tair10	1	2268278	4286216	CL
results/06_tiger/lib56_MappedOn_tair10	1	4288731	20529530	LL
results/06_tiger/lib58_MappedOn_tair10	3	1	2820287	CC
results/06_tiger/lib58_MappedOn_tair10	3	2821772	3241168	CL
results/06_tiger/lib58_MappedOn_tair10	3	3254469	16129030	CC
results/06_tiger/lib59_MappedOn_tair10	2	1	1076546	LL
results/06_tiger/lib59_MappedOn_tair10	2	1076836	9802005	CL
results/06_tiger/lib59_MappedOn_tair10	2	9803191	19698289	LL
results/06_tiger/lib6_MappedOn_tair10	1	2663605	4739541	CC
results/06_tiger/lib6_MappedOn_tair10	1	4740751	25337461	CL
