lib	chr	start	end	gt
results/06_tiger/lib12_MappedOn_tair10	2	10444840	10908701	CC
results/06_tiger/lib12_MappedOn_tair10	2	10908881	19360041	CL
results/06_tiger/lib12_MappedOn_tair10	2	19361303	19698289	CC
results/06_tiger/lib14_MappedOn_tair10	1	971198	9608475	CC
results/06_tiger/lib14_MappedOn_tair10	1	9608626	22979408	CL
results/06_tiger/lib14_MappedOn_tair10	1	22979870	30427671	CC
results/06_tiger/lib14_MappedOn_tair10	3	7323959	7992319	CC
results/06_tiger/lib14_MappedOn_tair10	3	7992515	10739224	CL
results/06_tiger/lib14_MappedOn_tair10	3	10739540	23459830	CC
results/06_tiger/lib14_MappedOn_tair10	5	1	16198882	CC
results/06_tiger/lib14_MappedOn_tair10	5	16198951	26974552	CL
results/06_tiger/lib14_MappedOn_tair10	5	26974654	26975502	CC
results/06_tiger/lib16_MappedOn_tair10	3	8127537	15604975	LL
results/06_tiger/lib16_MappedOn_tair10	3	15605164	21836105	CL
results/06_tiger/lib16_MappedOn_tair10	3	21836347	23459830	LL
results/06_tiger/lib18_MappedOn_tair10	5	1	668817	LL
results/06_tiger/lib18_MappedOn_tair10	5	669604	14529776	CL
results/06_tiger/lib18_MappedOn_tair10	5	14530678	20707438	LL
results/06_tiger/lib2_MappedOn_tair10	2	1	2389714	CC
results/06_tiger/lib2_MappedOn_tair10	2	2411288	13046534	CL
results/06_tiger/lib2_MappedOn_tair10	2	13047447	15587615	CC
results/06_tiger/lib2_MappedOn_tair10	5	1	9966676	CC
results/06_tiger/lib2_MappedOn_tair10	5	9967257	23943265	CL
results/06_tiger/lib2_MappedOn_tair10	5	23944136	26975502	CC
results/06_tiger/lib21_MappedOn_tair10	2	1	971301	LL
results/06_tiger/lib21_MappedOn_tair10	2	972306	10584327	CL
results/06_tiger/lib21_MappedOn_tair10	2	10584400	12933390	LL
results/06_tiger/lib22_MappedOn_tair10	1	1	9775161	CC
results/06_tiger/lib22_MappedOn_tair10	1	9776148	25287151	CL
results/06_tiger/lib22_MappedOn_tair10	1	25287329	30427671	CC
results/06_tiger/lib24_MappedOn_tair10	1	1	9953274	LL
results/06_tiger/lib24_MappedOn_tair10	1	9954455	25429188	CL
results/06_tiger/lib24_MappedOn_tair10	1	25429319	30427671	LL
results/06_tiger/lib24_MappedOn_tair10	5	1	8402817	CC
results/06_tiger/lib24_MappedOn_tair10	5	8402970	18800097	CL
results/06_tiger/lib24_MappedOn_tair10	5	18800570	26975502	CC
results/06_tiger/lib27_MappedOn_tair10	5	1	1089680	CC
results/06_tiger/lib27_MappedOn_tair10	5	1089901	26233847	CL
results/06_tiger/lib27_MappedOn_tair10	5	26233941	26975502	CC
results/06_tiger/lib30_MappedOn_tair10	5	6482344	14023496	CC
results/06_tiger/lib30_MappedOn_tair10	5	14024129	22177888	CL
results/06_tiger/lib30_MappedOn_tair10	5	22177931	26975502	CC
results/06_tiger/lib31_MappedOn_tair10	1	1	728904	LL
results/06_tiger/lib31_MappedOn_tair10	1	728931	8473927	CL
results/06_tiger/lib31_MappedOn_tair10	1	8474049	11576634	LL
results/06_tiger/lib31_MappedOn_tair10	1	11577132	13317588	CL
results/06_tiger/lib31_MappedOn_tair10	1	13317896	30427671	LL
results/06_tiger/lib33_MappedOn_tair10	1	1	1120669	CC
results/06_tiger/lib33_MappedOn_tair10	1	1121219	26678726	CL
results/06_tiger/lib33_MappedOn_tair10	1	26679121	30427671	CC
results/06_tiger/lib33_MappedOn_tair10	4	5660121	12219786	LL
results/06_tiger/lib33_MappedOn_tair10	4	12219870	17398129	CL
results/06_tiger/lib33_MappedOn_tair10	4	17398345	18585056	LL
results/06_tiger/lib35_MappedOn_tair10	1	1	9973305	CC
results/06_tiger/lib35_MappedOn_tair10	1	9973566	26716520	CL
results/06_tiger/lib35_MappedOn_tair10	1	26716550	30427671	CC
results/06_tiger/lib46_MappedOn_tair10	1	1	7845062	LL
results/06_tiger/lib46_MappedOn_tair10	1	7845304	17124563	CL
results/06_tiger/lib46_MappedOn_tair10	1	17124701	30427671	LL
results/06_tiger/lib47_MappedOn_tair10	1	1	3105137	CC
results/06_tiger/lib47_MappedOn_tair10	1	3106888	11815246	CL
results/06_tiger/lib47_MappedOn_tair10	1	11815778	26635299	CC
results/06_tiger/lib48_MappedOn_tair10	5	1	1266411	CC
results/06_tiger/lib48_MappedOn_tair10	5	1267120	22828761	CL
results/06_tiger/lib48_MappedOn_tair10	5	22829025	26975502	CC
results/06_tiger/lib55_MappedOn_tair10	3	1	9704694	CC
results/06_tiger/lib55_MappedOn_tair10	3	9706187	21193317	CL
results/06_tiger/lib55_MappedOn_tair10	3	21193955	23459830	CC
results/06_tiger/lib59_MappedOn_tair10	3	1	15990069	LL
results/06_tiger/lib59_MappedOn_tair10	3	15990167	19989622	CL
results/06_tiger/lib59_MappedOn_tair10	3	19991562	23459830	LL
results/06_tiger/lib6_MappedOn_tair10	1	1	2209436	LL
results/06_tiger/lib6_MappedOn_tair10	1	2211127	10613319	CL
results/06_tiger/lib6_MappedOn_tair10	1	10613487	30427671	LL
results/06_tiger/lib62_MappedOn_tair10	1	1	1550920	LL
