lib	chr	start	end	gt
results/06_tiger/lib1_MappedOn_tair10	5	1	7229366	CC
results/06_tiger/lib1_MappedOn_tair10	5	7229441	21383162	CL
results/06_tiger/lib1_MappedOn_tair10	5	21385382	26975502	CC
results/06_tiger/lib10_MappedOn_tair10	1	10075851	10739193	LL
results/06_tiger/lib10_MappedOn_tair10	1	10739418	26708448	CL
results/06_tiger/lib10_MappedOn_tair10	1	26710433	30427671	LL
results/06_tiger/lib10_MappedOn_tair10	3	8168587	9053409	CC
results/06_tiger/lib10_MappedOn_tair10	3	9053546	15882101	CL
results/06_tiger/lib10_MappedOn_tair10	3	15883006	23459830	CC
results/06_tiger/lib10_MappedOn_tair10	5	4937037	8189690	CC
results/06_tiger/lib10_MappedOn_tair10	5	8189742	18343340	CL
results/06_tiger/lib10_MappedOn_tair10	5	18343494	26975502	CC
results/06_tiger/lib16_MappedOn_tair10	4	5427310	6513922	LL
results/06_tiger/lib16_MappedOn_tair10	4	6514070	17398846	CL
results/06_tiger/lib16_MappedOn_tair10	4	17401102	18585056	LL
results/06_tiger/lib16_MappedOn_tair10	5	6516300	23398969	CC
results/06_tiger/lib16_MappedOn_tair10	5	23403958	24768025	CL
results/06_tiger/lib16_MappedOn_tair10	5	24768165	26975502	CC
results/06_tiger/lib22_MappedOn_tair10	2	1	5514006	LL
results/06_tiger/lib22_MappedOn_tair10	2	5515034	12778096	CL
results/06_tiger/lib22_MappedOn_tair10	2	12779526	19698289	LL
results/06_tiger/lib24_MappedOn_tair10	1	7140428	10825285	CC
results/06_tiger/lib24_MappedOn_tair10	1	10826779	24406461	CL
results/06_tiger/lib24_MappedOn_tair10	1	24406570	30427671	CC
results/06_tiger/lib27_MappedOn_tair10	5	1	1489945	CC
results/06_tiger/lib27_MappedOn_tair10	5	1490068	24768883	CL
results/06_tiger/lib27_MappedOn_tair10	5	24769336	26975502	CC
results/06_tiger/lib29_MappedOn_tair10	5	1	1374572	LL
results/06_tiger/lib29_MappedOn_tair10	5	1375194	26475302	CL
results/06_tiger/lib29_MappedOn_tair10	5	26475776	26975502	LL
results/06_tiger/lib3_MappedOn_tair10	1	11826217	16308616	CC
results/06_tiger/lib3_MappedOn_tair10	1	16308987	24499061	CL
results/06_tiger/lib3_MappedOn_tair10	1	24499381	30427671	CC
results/06_tiger/lib32_MappedOn_tair10	2	1	11085948	LL
results/06_tiger/lib32_MappedOn_tair10	2	11085950	18334731	CL
results/06_tiger/lib32_MappedOn_tair10	2	18335364	19698289	LL
results/06_tiger/lib34_MappedOn_tair10	2	3144778	4310387	CC
results/06_tiger/lib34_MappedOn_tair10	2	4310445	16144712	CL
results/06_tiger/lib34_MappedOn_tair10	2	16145105	19698289	CC
results/06_tiger/lib35_MappedOn_tair10	5	1	8290084	CC
results/06_tiger/lib35_MappedOn_tair10	5	8290432	19828147	CL
results/06_tiger/lib35_MappedOn_tair10	5	19828156	26975502	CC
results/06_tiger/lib36_MappedOn_tair10	5	8059028	15777763	CC
results/06_tiger/lib36_MappedOn_tair10	5	15777795	25831669	CL
results/06_tiger/lib36_MappedOn_tair10	5	25832315	26975502	CC
results/06_tiger/lib4_MappedOn_tair10	5	1	9137677	CC
results/06_tiger/lib4_MappedOn_tair10	5	9137821	22333186	CL
results/06_tiger/lib4_MappedOn_tair10	5	22334204	26975502	CC
results/06_tiger/lib46_MappedOn_tair10	1	1	12480729	CC
results/06_tiger/lib46_MappedOn_tair10	1	12481302	17451696	CL
results/06_tiger/lib46_MappedOn_tair10	1	17451814	21032894	CC
results/06_tiger/lib48_MappedOn_tair10	1	1	13047214	LL
results/06_tiger/lib48_MappedOn_tair10	1	13047665	24441730	CL
results/06_tiger/lib48_MappedOn_tair10	1	24442117	30427671	LL
results/06_tiger/lib54_MappedOn_tair10	1	2195714	7144082	LL
results/06_tiger/lib54_MappedOn_tair10	1	7144162	25317783	CL
results/06_tiger/lib54_MappedOn_tair10	1	25317948	30427671	LL
results/06_tiger/lib54_MappedOn_tair10	5	4813530	8021383	LL
results/06_tiger/lib54_MappedOn_tair10	5	8021469	23117800	CL
results/06_tiger/lib54_MappedOn_tair10	5	23119076	26975502	LL
results/06_tiger/lib56_MappedOn_tair10	5	13902845	15841987	CC
results/06_tiger/lib56_MappedOn_tair10	5	15842641	25657589	CL
results/06_tiger/lib56_MappedOn_tair10	5	25657951	26975502	CC
results/06_tiger/lib58_MappedOn_tair10	2	1	6534381	CC
results/06_tiger/lib58_MappedOn_tair10	2	6534558	15315174	CL
results/06_tiger/lib58_MappedOn_tair10	2	15315826	19698289	CC
results/06_tiger/lib58_MappedOn_tair10	5	1	961627	LL
results/06_tiger/lib58_MappedOn_tair10	5	962414	21370757	CL
results/06_tiger/lib58_MappedOn_tair10	5	21371392	26975502	LL
results/06_tiger/lib61_MappedOn_tair10	4	1	411023	CC
results/06_tiger/lib61_MappedOn_tair10	4	412126	8487716	CL
results/06_tiger/lib61_MappedOn_tair10	4	8489876	18585056	CC
results/06_tiger/lib62_MappedOn_tair10	2	227603	9317003	LL
results/06_tiger/lib62_MappedOn_tair10	2	9317027	15576632	CL
results/06_tiger/lib62_MappedOn_tair10	2	15577274	19698289	LL
results/06_tiger/lib65_MappedOn_tair10	2	1	144235	CC
results/06_tiger/lib65_MappedOn_tair10	2	144378	9158128	CL
results/06_tiger/lib65_MappedOn_tair10	2	9158619	12124530	CC
results/06_tiger/lib69_MappedOn_tair10	5	1	13615617	LL
results/06_tiger/lib69_MappedOn_tair10	5	13615675	21942173	CL
results/06_tiger/lib69_MappedOn_tair10	5	21942357	26975502	LL
results/06_tiger/lib7_MappedOn_tair10	3	1	9903659	LL
results/06_tiger/lib7_MappedOn_tair10	3	9903824	18542222	CL
results/06_tiger/lib7_MappedOn_tair10	3	18542997	19274793	LL
results/06_tiger/lib7_MappedOn_tair10	4	8571166	15634801	CC
results/06_tiger/lib7_MappedOn_tair10	4	15636546	16373223	CL
results/06_tiger/lib7_MappedOn_tair10	4	16373744	18585056	CC
results/06_tiger/lib70_MappedOn_tair10	4	6028226	16260138	LL
results/06_tiger/lib70_MappedOn_tair10	4	16260607	17691365	CL
results/06_tiger/lib70_MappedOn_tair10	4	17693641	18585056	LL
results/06_tiger/lib71_MappedOn_tair10	3	1	1844761	LL
results/06_tiger/lib71_MappedOn_tair10	3	1844938	21158485	CL
results/06_tiger/lib71_MappedOn_tair10	3	21158807	23459830	LL
results/06_tiger/lib85_MappedOn_tair10	1	1	7732208	LL
results/06_tiger/lib85_MappedOn_tair10	1	7733074	23947446	CL
results/06_tiger/lib85_MappedOn_tair10	1	23947702	30427671	LL
results/06_tiger/lib87_MappedOn_tair10	5	1	9331235	LL
results/06_tiger/lib87_MappedOn_tair10	5	9331294	18379862	CL
results/06_tiger/lib87_MappedOn_tair10	5	18380355	26239458	LL
results/06_tiger/lib91_MappedOn_tair10	4	1	1301015	CC
results/06_tiger/lib91_MappedOn_tair10	4	1303547	15954434	CL
results/06_tiger/lib91_MappedOn_tair10	4	15954749	18585056	CC
results/06_tiger/lib92_MappedOn_tair10	5	1	1144810	CC
results/06_tiger/lib92_MappedOn_tair10	5	1145080	26846358	CL
results/06_tiger/lib92_MappedOn_tair10	5	26846497	26975502	CC
results/06_tiger/lib93_MappedOn_tair10	1	3889798	12964940	CC
results/06_tiger/lib93_MappedOn_tair10	1	12965249	19082494	CL
results/06_tiger/lib93_MappedOn_tair10	1	19083146	30427671	CC
results/06_tiger/lib93_MappedOn_tair10	4	1	930296	LL
results/06_tiger/lib93_MappedOn_tair10	4	930363	13971342	CL
results/06_tiger/lib93_MappedOn_tair10	4	13971882	18585056	LL
