lib	chr	start	end	gt
results/06_tiger/lib1_MappedOn_tair10	5	1	17592456	LL
results/06_tiger/lib1_MappedOn_tair10	5	17593395	26531283	CL
results/06_tiger/lib1_MappedOn_tair10	5	26531901	26975502	LL
results/06_tiger/lib15_MappedOn_tair10	1	1	119359	LL
results/06_tiger/lib15_MappedOn_tair10	1	119470	19831848	CL
results/06_tiger/lib15_MappedOn_tair10	1	19832145	30427671	LL
results/06_tiger/lib17_MappedOn_tair10	5	1	388801	LL
results/06_tiger/lib17_MappedOn_tair10	5	389920	16060314	CL
results/06_tiger/lib17_MappedOn_tair10	5	16060332	21917577	LL
results/06_tiger/lib18_MappedOn_tair10	1	5513582	8342139	CC
results/06_tiger/lib18_MappedOn_tair10	1	8342557	23042685	CL
results/06_tiger/lib18_MappedOn_tair10	1	23043382	25935514	CC
results/06_tiger/lib19_MappedOn_tair10	1	8943772	16424510	LL
results/06_tiger/lib19_MappedOn_tair10	1	16425729	29146544	CL
results/06_tiger/lib19_MappedOn_tair10	1	29147831	30427671	LL
results/06_tiger/lib2_MappedOn_tair10	5	1	14066543	CC
results/06_tiger/lib2_MappedOn_tair10	5	14067592	23091348	CL
results/06_tiger/lib2_MappedOn_tair10	5	23092117	23925171	CC
results/06_tiger/lib20_MappedOn_tair10	3	1	7990291	CC
results/06_tiger/lib20_MappedOn_tair10	3	7990989	11156689	CL
results/06_tiger/lib20_MappedOn_tair10	3	11157106	16048013	CC
results/06_tiger/lib20_MappedOn_tair10	4	1	6408136	CC
results/06_tiger/lib20_MappedOn_tair10	4	6411090	11881383	CL
results/06_tiger/lib20_MappedOn_tair10	4	11882624	18585056	CC
results/06_tiger/lib21_MappedOn_tair10	1	10552441	13255192	CC
results/06_tiger/lib21_MappedOn_tair10	1	13255773	25893044	CL
results/06_tiger/lib21_MappedOn_tair10	1	25893485	30427671	CC
results/06_tiger/lib22_MappedOn_tair10	2	1	507652	LL
results/06_tiger/lib22_MappedOn_tair10	2	508044	13916244	CL
results/06_tiger/lib22_MappedOn_tair10	2	13918731	19698289	LL
results/06_tiger/lib26_MappedOn_tair10	1	17962467	19519791	CC
results/06_tiger/lib26_MappedOn_tair10	1	19519849	26983279	CL
results/06_tiger/lib26_MappedOn_tair10	1	26983654	30427671	CC
results/06_tiger/lib28_MappedOn_tair10	2	1	163047	CC
results/06_tiger/lib28_MappedOn_tair10	2	163192	12794232	CL
results/06_tiger/lib28_MappedOn_tair10	2	12795205	19698289	CC
results/06_tiger/lib29_MappedOn_tair10	3	1	11746371	LL
results/06_tiger/lib29_MappedOn_tair10	3	11746680	19675678	CL
results/06_tiger/lib29_MappedOn_tair10	3	19676871	23459830	LL
results/06_tiger/lib29_MappedOn_tair10	5	1	6747072	LL
results/06_tiger/lib29_MappedOn_tair10	5	6751553	7425956	CL
results/06_tiger/lib29_MappedOn_tair10	5	7426385	26975502	LL
results/06_tiger/lib3_MappedOn_tair10	1	1	8941678	CC
results/06_tiger/lib3_MappedOn_tair10	1	8941903	23217767	CL
results/06_tiger/lib3_MappedOn_tair10	1	23218591	30427671	CC
results/06_tiger/lib31_MappedOn_tair10	1	1	6316159	CC
results/06_tiger/lib31_MappedOn_tair10	1	6317260	23806485	CL
results/06_tiger/lib31_MappedOn_tair10	1	23806556	25806082	CC
results/06_tiger/lib32_MappedOn_tair10	4	6341447	7934236	LL
results/06_tiger/lib32_MappedOn_tair10	4	7934239	17268229	CL
results/06_tiger/lib32_MappedOn_tair10	4	17268382	18585056	LL
results/06_tiger/lib33_MappedOn_tair10	1	1	12498577	CC
results/06_tiger/lib33_MappedOn_tair10	1	12498837	21544134	CL
results/06_tiger/lib33_MappedOn_tair10	1	21544431	26520424	CC
results/06_tiger/lib33_MappedOn_tair10	4	1	845167	CC
results/06_tiger/lib33_MappedOn_tair10	4	845796	10928702	CL
results/06_tiger/lib33_MappedOn_tair10	4	10929249	18585056	CC
results/06_tiger/lib37_MappedOn_tair10	3	5252679	5653193	CC
results/06_tiger/lib37_MappedOn_tair10	3	5653979	22108440	CL
results/06_tiger/lib37_MappedOn_tair10	3	22109255	23459830	CC
results/06_tiger/lib37_MappedOn_tair10	5	1	15226496	CC
results/06_tiger/lib37_MappedOn_tair10	5	15226529	16088889	CL
results/06_tiger/lib37_MappedOn_tair10	5	16089430	20069812	CC
results/06_tiger/lib41_MappedOn_tair10	1	16641291	18180871	CC
results/06_tiger/lib41_MappedOn_tair10	1	18181724	28388068	CL
results/06_tiger/lib41_MappedOn_tair10	1	28388276	30427671	CC
results/06_tiger/lib41_MappedOn_tair10	5	1	865577	CC
results/06_tiger/lib41_MappedOn_tair10	5	865946	19392551	CL
results/06_tiger/lib41_MappedOn_tair10	5	19392589	26975502	CC
results/06_tiger/lib47_MappedOn_tair10	4	1	6075799	CC
results/06_tiger/lib47_MappedOn_tair10	4	6075893	13207920	CL
results/06_tiger/lib47_MappedOn_tair10	4	13208135	18585056	CC
results/06_tiger/lib49_MappedOn_tair10	1	1	6178231	CC
results/06_tiger/lib49_MappedOn_tair10	1	6178532	19389483	CL
results/06_tiger/lib49_MappedOn_tair10	1	19389975	22768227	CC
results/06_tiger/lib49_MappedOn_tair10	2	1	1394629	LL
results/06_tiger/lib49_MappedOn_tair10	2	1395095	12336345	CL
