lib	chr	start	end	cos	width
1	1	25275728	25276330	25276029	602
1	1	28287225	28288187	28287706	962
2	5	1601661	1601941	1601801	280
2	5	15620746	15620808	15620777	62
8	3	8174775	8174917	8174846	142
8	3	15668020	15668218	15668119	198
9	3	2390461	2392446	2391453	1985
9	3	11299843	11310814	11305329	10971
11	5	5615435	5616674	5616055	1239
11	5	23248305	23255309	23251807	7004
15	1	8977128	8985127	8981128	7999
15	1	11940949	11941693	11941321	744
17	4	1048193	1048373	1048283	180
17	4	11358767	11359789	11359278	1022
18	1	16641540	16641851	16641696	311
18	1	17720622	17722548	17721585	1926
20	1	464929	465818	465373	889
20	1	10200716	10201199	10200958	483
20	4	10065971	10069044	10067507	3073
20	4	17792381	17793566	17792973	1185
24	2	12605380	12605642	12605511	262
24	2	17248764	17250013	17249388	1249
25	1	8977128	8985127	8981128	7999
25	1	9996302	9996391	9996346	89
25	5	10637741	10638075	10637908	334
25	5	22993263	22994077	22993670	814
26	4	14841594	14841904	14841749	310
26	4	17681873	17682244	17682059	371
28	1	10137520	10137769	10137644	249
28	1	29229860	29231415	29230638	1555
29	5	254952	255464	255208	512
29	5	18274764	18275368	18275066	604
34	5	5952045	5952316	5952181	271
34	5	16587292	16587796	16587544	504
35	1	10747326	10747554	10747440	228
35	1	17400640	17400924	17400782	284
36	4	6067142	6067158	6067150	16
36	4	15861312	15861705	15861508	393
37	1	12973182	12973334	12973258	152
37	1	23294536	23294647	23294592	111
38	1	12491891	12494889	12493390	2998
38	1	20786530	20786755	20786642	225
38	3	4774721	4774739	4774730	18
38	3	20376983	20377333	20377158	350
38	4	1190784	1191219	1191002	435
38	4	17531029	17531934	17531481	905
42	1	19436905	19436929	19436917	24
42	1	26436596	26437188	26436892	592
42	5	735033	735161	735097	128
42	5	17926497	17926591	17926544	94
49	1	17378842	17379108	17378975	266
49	1	27660275	27661065	27660670	790
52	1	19491892	19492662	19492277	770
52	1	24213495	24213679	24213587	184
52	4	1113957	1114073	1114015	116
52	4	12224035	12225392	12224713	1357
54	1	7474432	7474695	7474564	263
54	1	18354603	18355379	18354991	776
54	4	5417041	5419080	5418061	2039
54	4	17662952	17665010	17663981	2058
59	1	9808212	9808270	9808241	58
59	1	13058195	13058524	13058359	329
63	1	13279246	13279380	13279313	134
63	1	25531765	25539380	25535573	7615
64	4	7486939	7487008	7486973	69
64	4	16705884	16708653	16707268	2769
65	2	13102931	13103013	13102972	82
65	2	16705595	16705716	16705655	121
68	2	1261400	1262045	1261722	645
68	2	15515610	15515736	15515673	126
69	1	4389424	4389554	4389489	130
69	1	24166125	24166438	24166281	313
71	3	10710122	10710248	10710185	126
71	3	19060023	19064404	19062213	4381
71	5	3627249	3628427	3627838	1178
71	5	15246287	15246981	15246634	694
74	2	6347419	6348712	6348065	1293
74	2	18339732	18340141	18339936	409
76	3	10470861	10471124	10470993	263
76	3	22633055	22636336	22634695	3281
82	1	12182323	12182462	12182393	139
82	1	25549775	25550178	25549977	403
84	3	14929745	14929808	14929777	63
84	3	20524957	20525845	20525401	888
88	1	8153513	8153607	8153560	94
88	1	25783591	25783650	25783621	59
89	3	1224453	1224702	1224577	249
89	3	15958280	15960044	15959162	1764
90	3	10655754	10656122	10655938	368
90	3	21056599	21057232	21056915	633
94	1	10374128	10374216	10374172	88
94	1	17015169	17016404	17015787	1235
97	2	469938	470841	470390	903
97	2	9356663	9357937	9357300	1274
99	4	6997996	6998490	6998243	494
99	4	16553774	16554979	16554376	1205
102	1	12283242	12283334	12283288	92
102	1	24542647	24542858	24542753	211
102	5	14198027	14199322	14198675	1295
102	5	18954506	18954575	18954540	69
105	4	1024850	1027159	1026004	2309
105	4	15454438	15460487	15457462	6049
109	3	2357384	2358186	2357785	802
109	3	2995852	2995942	2995897	90
110	5	21358201	21358264	21358233	63
110	5	22317312	22318436	22317874	1124
118	3	3156887	3157205	3157046	318
118	3	9172748	9173910	9173329	1162
119	5	13902572	13902845	13902708	273
119	5	25792004	25792116	25792060	112
122	1	16836702	16837014	16836858	312
122	1	28746408	28756009	28751208	9601
123	2	10504883	10505005	10504944	122
123	2	18803916	18803949	18803932	33
129	1	8431089	8431217	8431153	128
129	1	26415498	26415744	26415621	246
129	2	7523941	7524479	7524210	538
129	2	13510907	13511711	13511309	804
130	5	14245098	14246686	14245892	1588
130	5	26813856	26814097	26813976	241
132	1	11944730	11945606	11945168	876
132	1	24964459	24968829	24966644	4370
133	1	170260	170728	170494	468
133	1	12972141	12972500	12972321	359
134	2	9441333	9441796	9441565	463
134	2	18578200	18579667	18578934	1467
135	3	3072535	3073193	3072864	658
135	3	15972341	15972676	15972509	335
136	1	4458843	4459173	4459008	330
136	1	27092518	27092906	27092712	388
139	5	4276138	4276258	4276198	120
139	5	15378843	15378959	15378901	116
140	1	4906997	4908188	4907593	1191
140	1	8346100	8346456	8346278	356
141	1	7095317	7096529	7095923	1212
141	1	26415744	26415995	26415870	251
149	5	15131119	15131705	15131412	586
149	5	21972240	21972903	21972572	663
150	5	5056405	5058425	5057415	2020
150	5	22689838	22689938	22689888	100
157	5	1267120	1267480	1267300	360
157	5	9937058	9937215	9937136	157
162	2	503986	504635	504310	649
162	2	17709045	17709594	17709319	549
168	3	11106228	11106273	11106250	45
168	3	19579673	19579776	19579725	103
169	5	8991411	8992363	8991887	952
169	5	20942757	20943406	20943081	649
170	1	13050741	13050968	13050855	227
170	1	24499061	24499381	24499221	320
171	1	10015247	10015388	10015317	141
171	1	10703563	10704356	10703959	793
174	3	3254469	3279079	3266774	24610
174	3	7631483	7631723	7631603	240
176	5	1705045	1706021	1705533	976
176	5	16141335	16141369	16141352	34
177	1	6061846	6063725	6062786	1879
177	1	22073670	22073777	22073724	107
177	5	6443354	6445091	6444222	1737
177	5	26471403	26471525	26471464	122
185	2	1664984	1666651	1665818	1667
185	2	10215457	10215556	10215507	99
189	1	12516681	12517198	12516939	517
189	1	23693700	23694410	23694055	710
189	4	4800812	4801016	4800914	204
189	4	18252525	18253892	18253209	1367
191	1	1101169	1102314	1101741	1145
191	1	10851130	10851439	10851284	309
191	4	5985984	5986002	5985993	18
191	4	11561162	11561725	11561444	563
