lib	chr	start	end	cos	width
2	5	20943406	20943661	20943534	255
2	5	25972653	25973232	25972943	579
9	5	13749867	13752856	13751361	2989
9	5	22666232	22666813	22666522	581
13	1	13079700	13079789	13079744	89
13	1	30203348	30205256	30204302	1908
17	2	11991100	11991344	11991222	244
17	2	14149230	14149827	14149528	597
17	5	9378963	9379676	9379319	713
17	5	24886349	24887589	24886969	1240
18	1	17334022	17334397	17334210	375
18	1	26514850	26515341	26515096	491
21	3	323058	323623	323340	565
21	3	8557068	8558328	8557698	1260
24	2	746705	756193	751449	9488
24	2	17719724	17720940	17720332	1216
24	5	14922223	14922310	14922267	87
24	5	23003681	23003903	23003792	222
27	1	23898514	23898562	23898538	48
27	1	25661356	25661522	25661439	166
33	1	17712725	17712917	17712821	192
33	1	28437977	28438535	28438256	558
35	3	6536028	6537080	6536554	1052
35	3	11592958	11602084	11597521	9126
38	1	7670142	7670178	7670160	36
38	1	10372328	10372523	10372426	195
39	1	19656508	19656809	19656658	301
39	1	28170307	28173316	28171811	3009
39	5	919743	922206	920975	2463
39	5	14706540	14707094	14706817	554
43	1	13144280	13144290	13144285	10
43	1	24666155	24666591	24666373	436
49	4	966476	972197	969336	5721
49	4	15819449	15819661	15819555	212
49	5	838162	838570	838366	408
49	5	9469794	9470495	9470144	701
51	1	17831754	17832304	17832029	550
51	1	28606383	28606556	28606469	173
51	2	12262891	12263658	12263275	767
51	2	18984139	18984823	18984481	684
53	1	8352248	8352351	8352300	103
53	1	26349989	26351588	26350789	1599
54	1	10950739	10950912	10950825	173
54	1	19401215	19401347	19401281	132
54	3	115083	116531	115807	1448
54	3	11025086	11025764	11025425	678
57	2	9743701	9745780	9744741	2079
57	2	16706103	16709531	16707817	3428
58	5	1933544	1933632	1933588	88
58	5	22054701	22055828	22055265	1127
60	1	6422350	6425917	6424134	3567
60	1	7465929	7466039	7465984	110
61	2	6806236	6806402	6806319	166
61	2	15652709	15653945	15653327	1236
61	5	9358754	9358978	9358866	224
61	5	26636252	26639775	26638014	3523
62	3	7594552	7594758	7594655	206
62	3	18750384	18750630	18750507	246
65	1	17225700	17226690	17226195	990
65	1	28927946	28928700	28928323	754
66	4	5757930	5758681	5758306	751
66	4	17413153	17413201	17413177	48
72	1	563546	566579	565062	3033
72	1	5054681	5070376	5062529	15695
73	1	10963261	10964440	10963851	1179
73	1	24729545	24729871	24729708	326
76	2	2282103	2282406	2282255	303
76	2	18530848	18531564	18531206	716
77	1	1429373	1429386	1429379	13
77	1	26137099	26137883	26137491	784
79	4	7529894	7530505	7530200	611
79	4	9745120	9746200	9745660	1080
86	2	5773223	5773414	5773319	191
86	2	15807604	15807852	15807728	248
93	1	10136511	10137520	10137015	1009
93	1	19492662	19494164	19493413	1502
97	5	17592456	17593395	17592926	939
97	5	26531283	26531901	26531592	618
98	5	14066543	14067592	14067067	1049
98	5	23091348	23092117	23091732	769
99	1	8941678	8941903	8941790	225
99	1	23217767	23218591	23218179	824
101	1	12897414	12897564	12897489	150
101	1	28251716	28252083	28251900	367
111	1	119359	119470	119415	111
111	1	19831848	19832145	19831996	297
113	5	388801	389920	389361	1119
113	5	16060314	16060332	16060323	18
114	1	8342139	8342557	8342348	418
114	1	23042685	23043382	23043033	697
115	1	16424510	16425729	16425120	1219
115	1	29146544	29147831	29147188	1287
116	3	7990291	7990989	7990640	698
116	3	11156689	11157106	11156897	417
116	4	6408136	6411090	6409613	2954
116	4	11881383	11882624	11882003	1241
117	1	13255192	13255773	13255482	581
117	1	25893044	25893485	25893264	441
118	2	507652	508044	507848	392
118	2	13916244	13918731	13917488	2487
122	1	19519791	19519849	19519820	58
122	1	26983279	26983654	26983467	375
124	2	163047	163192	163119	145
124	2	12794232	12795205	12794718	973
125	3	11746371	11746680	11746525	309
125	3	19675678	19676871	19676274	1193
125	5	6747072	6751553	6749312	4481
125	5	7425956	7426385	7426170	429
127	1	6316159	6317260	6316709	1101
127	1	23806485	23806556	23806521	71
128	4	7934236	7934239	7934238	3
128	4	17268229	17268382	17268305	153
129	1	12498577	12498837	12498707	260
129	1	21544134	21544431	21544282	297
129	4	845167	845796	845481	629
129	4	10928702	10929249	10928976	547
133	3	5653193	5653979	5653586	786
133	3	22108440	22109255	22108848	815
133	5	15226496	15226529	15226512	33
133	5	16088889	16089430	16089159	541
137	1	18180871	18181724	18181297	853
137	1	28388068	28388276	28388172	208
137	5	865577	865946	865761	369
137	5	19392551	19392589	19392570	38
143	4	6075799	6075893	6075846	94
143	4	13207920	13208135	13208028	215
145	1	6178231	6178532	6178381	301
145	1	19389483	19389975	19389729	492
145	2	1394629	1395095	1394862	466
145	2	12336345	12336724	12336535	379
145	5	8041930	8042426	8042178	496
145	5	24192079	24192461	24192270	382
146	1	13050494	13050534	13050514	40
146	1	23292064	23292509	23292286	445
148	3	8577135	8577371	8577253	236
148	3	18313235	18313683	18313459	448
151	3	374381	376020	375201	1639
151	3	15662182	15662326	15662254	144
152	1	5427595	5427642	5427619	47
152	1	8347702	8347741	8347722	39
152	1	16873789	16873796	16873793	7
152	1	26512176	26514127	26513152	1951
153	5	9656969	9657812	9657391	843
153	5	18520256	18524719	18522488	4463
158	3	5927684	5928584	5928134	900
158	3	9041991	9042189	9042090	198
166	3	9493272	9493582	9493427	310
166	3	19804950	19805071	19805010	121
173	4	8195652	8195827	8195740	175
173	4	11746237	11746466	11746351	229
174	1	12548554	12548812	12548683	258
174	1	16913902	16914372	16914137	470
185	1	12955175	12955570	12955373	395
185	1	24468917	24469010	24468963	93
188	1	12529118	12529263	12529190	145
188	1	29434581	29434684	29434633	103
190	5	10265657	10265846	10265751	189
190	5	23918540	23918736	23918638	196
