lib	chr	start	end	cos	width
3	1	12941405	12942069	12941737	664
3	1	25770070	25770401	25770236	331
5	5	2191851	2193243	2192547	1392
5	5	26366757	26367407	26367082	650
7	1	4594647	4595087	4594867	440
7	1	16886744	16887374	16887059	630
7	2	1926865	1927123	1926994	258
7	2	12365761	12365916	12365839	155
7	5	2120533	2120755	2120644	222
7	5	15379893	15380113	15380003	220
8	2	8986369	8986784	8986577	415
8	2	18536106	18536921	18536514	815
10	1	16909636	16910438	16910037	802
10	1	23265460	23265586	23265523	126
17	1	16577873	16581496	16579685	3623
17	1	22990711	22990798	22990755	87
17	5	17098952	17099846	17099399	894
17	5	21655322	21655494	21655408	172
18	2	9614678	9616693	9615686	2015
18	2	16582545	16582796	16582671	251
21	5	8706711	8708437	8707574	1726
21	5	26328573	26328722	26328647	149
24	5	3784284	3784704	3784494	420
24	5	26236016	26236558	26236287	542
25	1	3443575	3445192	3444383	1617
25	1	17915333	17916654	17915993	1321
25	4	5835200	5835480	5835340	280
25	4	16294941	16295149	16295045	208
26	3	10075214	10075343	10075278	129
26	3	19412245	19413370	19412807	1125
29	5	993402	993971	993686	569
29	5	24414356	24414514	24414435	158
30	2	429326	431023	430174	1697
30	2	6959560	6959586	6959573	26
31	1	549671	560551	555111	10880
31	1	16268409	16268499	16268454	90
35	1	12260047	12260270	12260159	223
35	1	24766721	24767033	24766877	312
38	1	4859205	4863468	4861337	4263
38	1	7742066	7742360	7742213	294
41	5	1001486	1002253	1001870	767
41	5	14727142	14727549	14727346	407
45	5	1931055	1932094	1931575	1039
45	5	16385625	16387206	16386415	1581
49	5	10529904	10530096	10530000	192
49	5	13879132	13879228	13879180	96
54	1	10146795	10146947	10146871	152
54	1	26683938	26684487	26684212	549
55	1	7783199	7783521	7783360	322
55	1	22939827	22940028	22939927	201
55	2	1497977	1498044	1498011	67
55	2	12279753	12280280	12280017	527
57	1	7723248	7723697	7723472	449
57	1	24459840	24461010	24460425	1170
63	1	678747	678934	678841	187
63	1	18030871	18031216	18031043	345
66	2	374126	375007	374566	881
66	2	15870448	15870859	15870654	411
66	5	8846751	8848670	8847711	1919
66	5	20564207	20630806	20597507	66599
67	1	12516119	12516122	12516121	3
67	1	28599734	28600721	28600228	987
69	1	3890857	3891139	3890998	282
69	1	16921749	16922407	16922078	658
70	1	12940425	12940937	12940681	512
70	1	17133674	17134362	17134018	688
71	5	594325	594373	594349	48
71	5	22689938	22690033	22689986	95
72	2	2023202	2023986	2023594	784
72	2	15728728	15729865	15729296	1137
75	2	2890526	2890823	2890674	297
75	2	18721996	18724754	18723375	2758
77	2	345069	345088	345079	19
77	2	16198465	16200123	16199294	1658
80	4	1021552	1021755	1021654	203
80	4	11879313	11879510	11879411	197
84	2	15779739	15779894	15779817	155
84	2	19582892	19583487	19583190	595
90	2	2256804	2258623	2257714	1819
90	2	12771139	12771680	12771409	541
93	1	11475604	11475673	11475638	69
93	1	29747144	29747345	29747244	201
96	5	14825786	14825904	14825845	118
96	5	22709150	22713072	22711111	3922
