lib	chr	start	end	cos	width
1	5	7229366	7229441	7229404	75
1	5	21383162	21385382	21384272	2220
3	1	16308616	16308987	16308802	371
3	1	24499061	24499381	24499221	320
4	5	9137677	9137821	9137749	144
4	5	22333186	22334204	22333695	1018
7	3	9903659	9903824	9903741	165
7	3	18542222	18542997	18542610	775
7	4	15634801	15636546	15635673	1745
7	4	16373223	16373744	16373483	521
10	1	10739193	10739418	10739305	225
10	1	26708448	26710433	26709440	1985
10	3	9053409	9053546	9053477	137
10	3	15882101	15883006	15882553	905
10	5	8189690	8189742	8189716	52
10	5	18343340	18343494	18343417	154
16	4	6513922	6514070	6513996	148
16	4	17398846	17401102	17399974	2256
16	5	23398969	23403958	23401463	4989
16	5	24768025	24768165	24768095	140
22	2	5514006	5515034	5514520	1028
22	2	12778096	12779526	12778811	1430
24	1	10825285	10826779	10826032	1494
24	1	24406461	24406570	24406515	109
27	5	1489945	1490068	1490007	123
27	5	24768883	24769336	24769109	453
29	5	1374572	1375194	1374883	622
29	5	26475302	26475776	26475539	474
32	2	11085948	11085950	11085949	2
32	2	18334731	18335364	18335047	633
34	2	4310387	4310445	4310416	58
34	2	16144712	16145105	16144908	393
35	5	8290084	8290432	8290258	348
35	5	19828147	19828156	19828151	9
36	5	15777763	15777795	15777779	32
36	5	25831669	25832315	25831992	646
46	1	12480729	12481302	12481015	573
46	1	17451696	17451814	17451755	118
48	1	13047214	13047665	13047440	451
48	1	24441730	24442117	24441924	387
54	1	7144082	7144162	7144122	80
54	1	25317783	25317948	25317865	165
54	5	8021383	8021469	8021426	86
54	5	23117800	23119076	23118438	1276
56	5	15841987	15842641	15842314	654
56	5	25657589	25657951	25657770	362
58	2	6534381	6534558	6534469	177
58	2	15315174	15315826	15315500	652
58	5	961627	962414	962021	787
58	5	21370757	21371392	21371075	635
61	4	411023	412126	411575	1103
61	4	8487716	8489876	8488796	2160
62	2	9317003	9317027	9317015	24
62	2	15576632	15577274	15576953	642
65	2	144235	144378	144307	143
65	2	9158128	9158619	9158374	491
69	5	13615617	13615675	13615646	58
69	5	21942173	21942357	21942265	184
70	4	16260138	16260607	16260372	469
70	4	17691365	17693641	17692503	2276
71	3	1844761	1844938	1844849	177
71	3	21158485	21158807	21158646	322
85	1	7732208	7733074	7732641	866
85	1	23947446	23947702	23947574	256
87	5	9331235	9331294	9331265	59
87	5	18379862	18380355	18380108	493
91	4	1301015	1303547	1302281	2532
91	4	15954434	15954749	15954592	315
92	5	1144810	1145080	1144945	270
92	5	26846358	26846497	26846428	139
93	1	12964940	12965249	12965094	309
93	1	19082494	19083146	19082820	652
93	4	930296	930363	930330	67
93	4	13971342	13971882	13971612	540
