lib	chr	start	end	cos	width
1	4	5370713	5371219	5370966	506
1	4	11912716	11912962	11912839	246
1	5	13432790	13433314	13433052	524
1	5	26236560	26236674	26236617	114
2	1	10971013	10971305	10971159	292
2	1	27202618	27202887	27202752	269
3	5	10933722	10933811	10933766	89
3	5	19685859	19685939	19685899	80
6	2	258703	258945	258824	242
6	2	14490638	14491226	14490932	588
7	4	5156959	5157097	5157028	138
7	4	17305959	17309247	17307603	3288
8	3	7864457	7866053	7865255	1596
8	3	18510482	18511171	18510826	689
9	5	747633	748751	748192	1118
9	5	18611030	18611214	18611122	184
14	1	1612185	1613038	1612611	853
14	1	16738504	16764514	16751509	26010
14	4	12118849	12118898	12118873	49
14	4	18421878	18422804	18422341	926
17	3	1910224	1910317	1910270	93
17	3	5446678	5446917	5446798	239
17	3	10331529	10331541	10331535	12
17	3	22933634	22934278	22933956	644
20	1	4895565	4896012	4895789	447
20	1	17644666	17645144	17644905	478
20	2	4321726	4321858	4321792	132
20	2	17359687	17359990	17359839	303
20	4	6614850	6616103	6615476	1253
20	4	11422389	11423106	11422747	717
20	5	6589282	6589480	6589381	198
20	5	17530127	17530537	17530332	410
21	2	12839468	12840596	12840032	1128
21	2	19012554	19013031	19012792	477
21	5	9917214	9917422	9917318	208
21	5	15464376	15464391	15464384	15
23	2	111076	111299	111188	223
23	2	19167926	19168535	19168230	609
23	4	799838	800035	799936	197
23	4	17671589	17672413	17672001	824
24	1	559506	560551	560028	1045
24	1	10327018	10327450	10327234	432
28	3	9335488	9336490	9335989	1002
28	3	22601109	22601314	22601211	205
29	3	21677904	21681549	21679726	3645
29	3	22324128	22331817	22327972	7689
29	4	5786332	5789442	5787887	3110
29	4	13535515	13546672	13541093	11157
32	1	11971670	11973114	11972392	1444
32	1	24833907	24833983	24833945	76
32	5	2061435	2062433	2061934	998
32	5	10484502	10484925	10484714	423
33	1	294969	301465	298217	6496
33	1	16232309	16232882	16232595	573
35	5	281697	281981	281839	284
35	5	10261309	10261698	10261503	389
40	3	11107805	11108169	11107987	364
40	3	16775260	16775458	16775359	198
42	1	8198240	8199854	8199047	1614
42	1	26474905	26475294	26475099	389
42	3	5336191	5336435	5336313	244
42	3	21010268	21011977	21011122	1709
43	3	7798331	7799172	7798751	841
43	3	23093102	23093444	23093273	342
46	1	10666166	10666254	10666210	88
46	1	11818812	11819706	11819259	894
49	1	3758619	3758685	3758652	66
49	1	5836957	5837376	5837167	419
49	5	8282242	8282497	8282370	255
49	5	9431062	9432252	9431657	1190
50	5	6682252	6684950	6683601	2698
50	5	17731891	17732190	17732041	299
51	5	8599689	8599943	8599816	254
51	5	21299656	21299920	21299788	264
53	3	22333644	22334881	22334262	1237
53	3	22762418	22763259	22762838	841
56	1	4186823	4187986	4187405	1163
56	1	24551881	24552092	24551987	211
57	2	869793	870799	870296	1006
57	2	15692634	15694269	15693452	1635
60	1	3080164	3080372	3080268	208
60	1	11770136	11770206	11770171	70
60	3	4054262	4054367	4054314	105
60	3	21061195	21061264	21061229	69
60	4	1533888	1534345	1534116	457
60	4	12148082	12148857	12148470	775
60	5	20277452	20278100	20277776	648
60	5	23796328	23796458	23796393	130
61	1	4289556	4290013	4289784	457
61	1	11819706	11821919	11820812	2213
62	1	7742966	7743220	7743093	254
62	1	24773841	24774867	24774354	1026
64	1	19472231	19472770	19472501	539
64	1	24840925	24843271	24842098	2346
66	4	6112892	6112945	6112918	53
66	4	15861705	15862088	15861897	383
66	5	9852257	9852480	9852369	223
66	5	15010528	15010868	15010698	340
66	5	24376196	24376562	24376379	366
66	5	26491269	26492086	26491677	817
73	1	16560646	16560678	16560662	32
73	1	26437292	26439448	26438370	2156
73	3	19672869	19673898	19673383	1029
73	3	22743110	22743465	22743288	355
73	4	5425097	5425158	5425127	61
73	4	18071235	18071780	18071507	545
74	1	19870787	19871338	19871063	551
74	1	27173722	27174726	27174224	1004
74	5	749606	749962	749784	356
74	5	15796320	15796393	15796356	73
75	5	1044585	1045254	1044919	669
75	5	14853026	14853080	14853053	54
77	1	17634127	17634721	17634424	594
77	1	25699716	25700182	25699949	466
82	4	956389	957416	956903	1027
82	4	17514755	17514782	17514769	27
86	4	16807855	16811704	16809779	3849
86	4	17952600	17954424	17953512	1824
87	1	16128615	16128619	16128617	4
87	1	26748753	26756530	26752641	7777
88	5	320018	320397	320208	379
88	5	15487889	15488255	15488072	366
89	1	11282167	11282207	11282187	40
89	1	28377583	28377703	28377643	120
95	3	5001707	5002150	5001929	443
95	3	18114719	18115010	18114865	291
