lib	chr	start	end	cos	width
2	2	2389714	2411288	2400501	21574
2	2	13046534	13047447	13046990	913
2	5	9966676	9967257	9966966	581
2	5	23943265	23944136	23943701	871
6	1	2209436	2211127	2210282	1691
6	1	10613319	10613487	10613403	168
7	5	8676685	8677442	8677063	757
7	5	10611796	10612053	10611924	257
12	2	10908701	10908881	10908791	180
12	2	19360041	19361303	19360672	1262
14	1	9608475	9608626	9608551	151
14	1	22979408	22979870	22979639	462
14	3	7992319	7992515	7992417	196
14	3	10739224	10739540	10739382	316
14	5	16198882	16198951	16198916	69
14	5	26974552	26974654	26974603	102
16	3	15604975	15605164	15605069	189
16	3	21836105	21836347	21836226	242
18	5	668817	669604	669211	787
18	5	14529776	14530678	14530227	902
21	2	971301	972306	971803	1005
21	2	10584327	10584400	10584363	73
22	1	9775161	9776148	9775655	987
22	1	25287151	25287329	25287240	178
24	1	9953274	9954455	9953864	1181
24	1	25429188	25429319	25429254	131
24	5	8402817	8402970	8402893	153
24	5	18800097	18800570	18800333	473
27	5	1089680	1089901	1089790	221
27	5	26233847	26233941	26233894	94
30	5	14023496	14024129	14023812	633
30	5	22177888	22177931	22177910	43
31	1	728904	728931	728918	27
31	1	8473927	8474049	8473988	122
31	1	11576634	11577132	11576883	498
31	1	13317588	13317896	13317742	308
33	1	1120669	1121219	1120944	550
33	1	26678726	26679121	26678924	395
33	4	12219786	12219870	12219828	84
33	4	17398129	17398345	17398237	216
35	1	9973305	9973566	9973435	261
35	1	26716520	26716550	26716535	30
46	1	7845062	7845304	7845183	242
46	1	17124563	17124701	17124632	138
47	1	3105137	3106888	3106013	1751
47	1	11815246	11815778	11815512	532
48	5	1266411	1267120	1266765	709
48	5	22828761	22829025	22828893	264
55	3	9704694	9706187	9705440	1493
55	3	21193317	21193955	21193636	638
59	3	15990069	15990167	15990118	98
59	3	19989622	19991562	19990592	1940
62	1	1550920	1552210	1551565	1290
62	1	18249122	18249162	18249142	40
65	1	4529508	4530451	4529980	943
65	1	12303361	12303719	12303540	358
65	5	14064198	14064292	14064245	94
65	5	25030334	25032814	25031574	2480
72	1	12233379	12233707	12233543	328
72	1	29578939	29579904	29579421	965
74	3	10045918	10046302	10046110	384
74	3	20593237	20593238	20593237	1
74	5	2609253	2610138	2609695	885
74	5	15654490	15654748	15654619	258
77	1	1842417	1843937	1843177	1520
77	1	7349392	7349919	7349656	527
78	1	11781411	11782368	11781889	957
78	1	17101550	17102884	17102217	1334
78	2	7571165	7571188	7571177	23
78	2	15125739	15125984	15125861	245
82	3	1753277	1753832	1753555	555
82	3	16253226	16253243	16253234	17
83	3	1949442	1950701	1950072	1259
83	3	22204311	22204998	22204655	687
84	1	23162227	23162243	23162235	16
84	1	28455290	28455409	28455350	119
89	2	2177366	2181177	2179272	3811
89	2	10574759	10576322	10575541	1563
89	5	7268151	7268977	7268564	826
89	5	18714381	18715390	18714885	1009
91	2	5909366	5909423	5909394	57
91	2	10837241	10837473	10837357	232
91	5	2906942	2910749	2908846	3807
91	5	16594401	16594775	16594588	374
93	3	3313287	3313590	3313439	303
93	3	11907463	11908101	11907782	638
93	5	575995	576184	576089	189
93	5	16594066	16594171	16594118	105
94	1	12936390	12936865	12936628	475
94	1	28586256	28586563	28586410	307
94	2	2323898	2324352	2324125	454
94	2	12243543	12243744	12243643	201
96	1	850465	858097	854281	7632
96	1	20956501	20956890	20956695	389
