lib	chr	start	end	cos	width
1	5	17592456	17593395	17592926	939
1	5	26531283	26531901	26531592	618
2	5	14066543	14067592	14067067	1049
2	5	23091348	23092117	23091732	769
3	1	8941678	8941903	8941790	225
3	1	23217767	23218591	23218179	824
5	1	12897414	12897564	12897489	150
5	1	28251716	28252083	28251900	367
15	1	119359	119470	119415	111
15	1	19831848	19832145	19831996	297
17	5	388801	389920	389361	1119
17	5	16060314	16060332	16060323	18
18	1	8342139	8342557	8342348	418
18	1	23042685	23043382	23043033	697
19	1	16424510	16425729	16425120	1219
19	1	29146544	29147831	29147188	1287
20	3	7990291	7990989	7990640	698
20	3	11156689	11157106	11156897	417
20	4	6408136	6411090	6409613	2954
20	4	11881383	11882624	11882003	1241
21	1	13255192	13255773	13255482	581
21	1	25893044	25893485	25893264	441
22	2	507652	508044	507848	392
22	2	13916244	13918731	13917488	2487
26	1	19519791	19519849	19519820	58
26	1	26983279	26983654	26983467	375
28	2	163047	163192	163119	145
28	2	12794232	12795205	12794718	973
29	3	11746371	11746680	11746525	309
29	3	19675678	19676871	19676274	1193
29	5	6747072	6751553	6749312	4481
29	5	7425956	7426385	7426170	429
31	1	6316159	6317260	6316709	1101
31	1	23806485	23806556	23806521	71
32	4	7934236	7934239	7934238	3
32	4	17268229	17268382	17268305	153
33	1	12498577	12498837	12498707	260
33	1	21544134	21544431	21544282	297
33	4	845167	845796	845481	629
33	4	10928702	10929249	10928976	547
37	3	5653193	5653979	5653586	786
37	3	22108440	22109255	22108848	815
37	5	15226496	15226529	15226512	33
37	5	16088889	16089430	16089159	541
41	1	18180871	18181724	18181297	853
41	1	28388068	28388276	28388172	208
41	5	865577	865946	865761	369
41	5	19392551	19392589	19392570	38
47	4	6075799	6075893	6075846	94
47	4	13207920	13208135	13208028	215
49	1	6178231	6178532	6178381	301
49	1	19389483	19389975	19389729	492
49	2	1394629	1395095	1394862	466
49	2	12336345	12336724	12336535	379
49	5	8041930	8042426	8042178	496
49	5	24192079	24192461	24192270	382
50	1	13050494	13050534	13050514	40
50	1	23292064	23292509	23292286	445
52	3	8577135	8577371	8577253	236
52	3	18313235	18313683	18313459	448
55	3	374381	376020	375201	1639
55	3	15662182	15662326	15662254	144
56	1	5427595	5427642	5427619	47
56	1	8347702	8347741	8347722	39
56	1	16873789	16873796	16873793	7
56	1	26512176	26514127	26513152	1951
57	5	9656969	9657812	9657391	843
57	5	18520256	18524719	18522488	4463
62	3	5927684	5928584	5928134	900
62	3	9041991	9042189	9042090	198
70	3	9493272	9493582	9493427	310
70	3	19804950	19805071	19805010	121
77	4	8195652	8195827	8195740	175
77	4	11746237	11746466	11746351	229
78	1	12548554	12548812	12548683	258
78	1	16913902	16914372	16914137	470
89	1	12955175	12955570	12955373	395
89	1	24468917	24469010	24468963	93
92	1	12529118	12529263	12529190	145
92	1	29434581	29434684	29434633	103
94	5	10265657	10265846	10265751	189
94	5	23918540	23918736	23918638	196
